# CDC channels
# N ring straw roc slot channel
1074 14  69 28  6 39
1075 14  70 28  6 35
1076 14  71 28  6 33
1077 14  72 28  6 31
1078 14  73 28  6 27
1079 14  74 28  8 69
1080 14  75 28  8 67
1081 14  76 28  8 63
1082 14  77 28  8 61
1083 14  78 28  8 59
1084 14  79 28  8 55
1085 14  80 28  8 53
1086 14  81 28  8 49
1087 14  82 28 14 19
1088 14  83 28 14 17
1089 14  84 28 14 15
1090 14  85 28 14 11
1091 14  86 28 14  9
1092 14  87 28 14  5
1093 14  88 28 14  1
1094 14  89 28 16 43
1095 14  90 28 16 41
1096 14  91 28 16 39
1097 14  92 28 16 37
1098 14  93 28 16 33
1099 14  94 28 16 31
1100 14  95 28 16 25
1101 14  96 26 14 45
1102 14  97 26 14 41
1103 14  98 26 14 39
1104 14  99 26 14 37
1105 14 100 26 14 35
1106 14 101 26 14 31
1107 14 102 26 14 27
1108 14 103 26  9 45
1109 14 104 26  9 43
1110 14 105 26  9 41
1111 14 106 26  9 37
1112 14 107 26  9 31
1113 14 108 26  9 29
1114 14 109 26  9 25
1115 14 110 26  6 21
1116 14 111 26  6 17
1117 14 112 26  6 15
1118 14 113 26  6 13
1119 14 114 26  6  9
1120 14 115 26  6  7
1121 14 116 26  6  3
1122 14 117 26  3 71
1123 14 118 26  3 67
1124 14 119 26  3 65
1125 14 120 26  3 61
1126 14 121 26  3 57
1127 14 122 26  3 55
1128 14 123 26  3 51
1129 15   1 25  4 47
1130 15   2 25  4 44
1131 15   3 25  4 41
1132 15   4 25  4 38
1133 15   5 25  4 34
1134 15   6 25  4 30
1135 15   7 25  4 29
1136 15   8 25  4 25
1137 15   9 25  6 47
1138 15  10 25  6 44
1139 15  11 25  6 41
1140 15  12 25  6 38
1141 15  13 25  6 34
1142 15  14 25  6 30
1143 15  15 25  6 31
1144 15  16 25  6 27
1145 15  17 25  9 47
1146 15  18 25  9 43
1147 15  19 25  9 42
1148 15  20 25  9 38
1149 15  21 25  9 34
1150 15  22 25  9 30
1151 15  23 25  9 29
1152 15  24 25  9 25
1153 15  25 25 16 23
1154 15  26 25 16 20
1155 15  27 25 16 17
1156 15  28 25 16 14
1157 15  29 25 16 10
1158 15  30 25 16  6
1159 15  31 25 16  5
1160 15  32 25 16  1
1161 15  33 27 15 47
1162 15  34 27 15 44
1163 15  35 27 15 41
1164 15  36 27 15 38
1165 15  37 27 15 34
1166 15  38 27 15 30
1167 15  39 27 15 31
1168 15  40 27 15 27
1169 15  41 27 10 47
1170 15  42 27 10 45
1171 15  43 27 10 42
1172 15  44 27 10 38
1173 15  45 27 10 34
1174 15  46 27 10 30
1175 15  47 27 10 31
1176 15  48 27 10 25
1177 15  49 27  8 47
1178 15  50 27  8 43
1179 15  51 27  8 42
1180 15  52 27  8 38
1181 15  53 27  8 34
1182 15  54 27  8 30
1183 15  55 27  8 29
1184 15  56 27  8 25
1185 15  57 27  4 47
1186 15  58 27  4 44
1187 15  59 27  4 41
1188 15  60 27  4 38
1189 15  61 27  4 34
1190 15  62 27  4 30
1191 15  63 27  4 29
1192 15  64 27  4 25
1193 15  65 28  4 47
1194 15  66 28  4 44
1195 15  67 28  4 40
1196 15  68 28  4 39
1197 15  69 28  4 34
1198 15  70 28  4 30
1199 15  71 28  4 31
1200 15  72 28  4 27
1201 15  73 28  6 47
1202 15  74 28  6 44
1203 15  75 28  6 40
1204 15  76 28  6 37
1205 15  77 28  6 34
1206 15  78 28  6 30
1207 15  79 28  6 29
1208 15  80 28  6 25
1209 15  81 28  8 71
1210 15  82 28  8 68
1211 15  83 28  8 65
1212 15  84 28  8 62
1213 15  85 28  8 58
1214 15  86 28  8 57
1215 15  87 28  8 54
1216 15  88 28  8 51
1217 15  89 28 14 23
1218 15  90 28 14 21
1219 15  91 28 14 18
1220 15  92 28 14 14
1221 15  93 28 14 10
1222 15  94 28 14  6
1223 15  95 28 14  7
1224 15  96 28 14  3
1225 15  97 28 16 47
1226 15  98 28 16 45
1227 15  99 28 16 42
1228 15 100 28 16 38
1229 15 101 28 16 34
1230 15 102 28 16 30
1231 15 103 28 16 29
1232 15 104 28 16 27
1233 15 105 26 14 47
1234 15 106 26 14 43
1235 15 107 26 14 42
1236 15 108 26 14 38
1237 15 109 26 14 34
1238 15 110 26 14 33
1239 15 111 26 14 28
1240 15 112 26 14 25
1241 15 113 26  9 47
1242 15 114 26  9 44
1243 15 115 26  9 40
1244 15 116 26  9 39
1245 15 117 26  9 34
1246 15 118 26  9 30
1247 15 119 26  9 27
1248 15 120 26  9 24
1249 15 121 26  6 23
1250 15 122 26  6 19
1251 15 123 26  6 16
1252 15 124 26  6 12
1253 15 125 26  6  8
1254 15 126 26  6  6
1255 15 127 26  6  5
1256 15 128 26  6  1
1257 15 129 26  3 69
1258 15 130 26  3 66
1259 15 131 26  3 62
1260 15 132 26  3 58
1261 15 133 26  3 54
1262 15 134 26  3 53
1263 15 135 26  3 49
1264 16   1 25  4 46
1265 16   2 25  4 42
1266 16   3 25  4 40
1267 16   4 25  4 36
1268 16   5 25  4 32
1269 16   6 25  4 28
1270 16   7 25  4 26
1271 16   8 25  4 24
1272 16   9 25  6 46
1273 16  10 25  6 42
1274 16  11 25  6 40
1275 16  12 25  6 36
1276 16  13 25  6 32
1277 16  14 25  6 28
1278 16  15 25  6 26
1279 16  16 25  6 24
1280 16  17 25  9 46
1281 16  18 25  9 44
1282 16  19 25  9 40
1283 16  20 25  9 36
1284 16  21 25  9 32
1285 16  22 25  9 28
1286 16  23 25  9 26
1287 16  24 25  9 24
1288 16  25 25 16 22
1289 16  26 25 16 18
1290 16  27 25 16 16
1291 16  28 25 16 12
1292 16  29 25 16  8
1293 16  30 25 16  4
1294 16  31 25 16  2
1295 16  32 25 16  0
1296 16  33 27 15 46
1297 16  34 27 15 42
1298 16  35 27 15 40
1299 16  36 27 15 36
1300 16  37 27 15 32
1301 16  38 27 15 28
1302 16  39 27 15 26
1303 16  40 27 15 24
1304 16  41 27 10 46
1305 16  42 27 10 44
1306 16  43 27 10 40
1307 16  44 27 10 36
1308 16  45 27 10 32
1309 16  46 27 10 28
1310 16  47 27 10 26
1311 16  48 27 10 24
1312 16  49 27  8 46
1313 16  50 27  8 44
1314 16  51 27  8 40
1315 16  52 27  8 36
1316 16  53 27  8 32
1317 16  54 27  8 28
1318 16  55 27  8 26
1319 16  56 27  8 24
1320 16  57 27  4 46
1321 16  58 27  4 42
1322 16  59 27  4 40
1323 16  60 27  4 36
1324 16  61 27  4 32
1325 16  62 27  4 28
1326 16  63 27  4 26
1327 16  64 27  4 24
1328 16  65 28  4 46
1329 16  66 28  4 42
1330 16  67 28  4 38
1331 16  68 28  4 36
1332 16  69 28  4 32
1333 16  70 28  4 28
1334 16  71 28  4 26
1335 16  72 28  4 24
1336 16  73 28  6 46
1337 16  74 28  6 42
1338 16  75 28  6 38
1339 16  76 28  6 36
1340 16  77 28  6 32
1341 16  78 28  6 28
1342 16  79 28  6 26
1343 16  80 28  6 24
1344 16  81 28  8 70
1345 16  82 28  8 66
1346 16  83 28  8 64
1347 16  84 28  8 60
1348 16  85 28  8 56
1349 16  86 28  8 52
1350 16  87 28  8 50
1351 16  88 28  8 48
1352 16  89 28 14 22
1353 16  90 28 14 20
1354 16  91 28 14 16
1355 16  92 28 14 12
1356 16  93 28 14  8
1357 16  94 28 14  4
1358 16  95 28 14  2
1359 16  96 28 14  0
1360 16  97 28 16 46
1361 16  98 28 16 44
1362 16  99 28 16 40
1363 16 100 28 16 36
1364 16 101 28 16 32
1365 16 102 28 16 28
1366 16 103 28 16 26
1367 16 104 28 16 24
1368 16 105 26 14 46
1369 16 106 26 14 44
1370 16 107 26 14 40
1371 16 108 26 14 36
1372 16 109 26 14 32
1373 16 110 26 14 30
1374 16 111 26 14 26
1375 16 112 26 14 24
1376 16 113 26  9 46
1377 16 114 26  9 42
1378 16 115 26  9 38
1379 16 116 26  9 36
1380 16 117 26  9 32
1381 16 118 26  9 28
1382 16 119 26  9 26
1383 16 120 26  6 22
1384 16 121 26  6 20
1385 16 122 26  6 18
1386 16 123 26  6 14
1387 16 124 26  6 10
1388 16 125 26  6  4
1389 16 126 26  6  2
1390 16 127 26  6  0
1391 16 128 26  3 70
1392 16 129 26  3 68
1393 16 130 26  3 64
1394 16 131 26  3 60
1395 16 132 26  3 56
1396 16 133 26  3 52
1397 16 134 26  3 50
1398 16 135 26  3 48
1399 17   1 25  4 57
1400 17   2 25  4 55
1401 17   3 25  4 51
1402 17   4 25  6 71
1403 17   5 25  6 67
1404 17   6 25  6 65
1405 17   7 25  6 63
1406 17   8 25  6 59
1407 17   9 25  6 57
1408 17  10 25  6 55
1409 17  11 25  6 51
1410 17  12 25  9 71
1411 17  13 25  9 67
1412 17  14 25  9 65
1413 17  15 25  9 61
1414 17  16 25  9 57
1415 17  17 25  9 55
1416 17  18 25  9 51
1417 17  19 25 15 71
1418 17  20 25 15 69
1419 17  21 25 15 65
1420 17  22 25 15 63
1421 17  23 25 15 61
1422 17  24 25 15 57
1423 17  25 25 15 55
1424 17  26 25 15 51
1425 17  27 25 16 47
1426 17  28 25 16 43
1427 17  29 25 16 41
1428 17  30 25 16 39
1429 17  31 25 16 35
1430 17  32 25 16 33
1431 17  33 25 16 29
1432 17  34 25 16 27
1433 17  35 27 15 71
1434 17  36 27 15 67
1435 17  37 27 15 65
1436 17  38 27 15 61
1437 17  39 27 15 57
1438 17  40 27 15 55
1439 17  41 27 15 51
1440 17  42 27 13 23
1441 17  43 27 13 21
1442 17  44 27 13 17
1443 17  45 27 13 15
1444 17  46 27 13 13
1445 17  47 27 13  9
1446 17  48 27 13  7
1447 17  49 27 13  3
1448 17  50 27  8 71
1449 17  51 27  8 67
1450 17  52 27  8 65
1451 17  53 27  8 63
1452 17  54 27  8 59
1453 17  55 27  8 57
1454 17  56 27  8 53
1455 17  57 27  8 49
1456 17  58 27  7 21
1457 17  59 27  7 19
1458 17  60 27  7 15
1459 17  61 27  7 13
1460 17  62 27  7  9
1461 17  63 27  7  7
1462 17  64 27  7  3
1463 17  65 27  4 71
1464 17  66 27  4 67
1465 17  67 27  4 65
1466 17  68 27  4 63
1467 17  69 27  4 59
1468 17  70 27  4 57
1469 17  71 27  4 55
1470 17  72 27  4 51
1471 17  73 28  4 71
1472 17  74 28  4 67
1473 17  75 28  4 65
1474 17  76 28  4 61
1475 17  77 28  4 59
1476 17  78 28  4 57
1477 17  79 28  4 53
1478 17  80 28  4 49
1479 17  81 28  6 69
1480 17  82 28  6 67
1481 17  83 28  6 63
1482 17  84 28  6 61
1483 17  85 28  6 57
1484 17  86 28  6 55
1485 17  87 28  6 51
1486 17  88 28 10 23
1487 17  89 28 10 19
1488 17  90 28 10 17
1489 17  91 28 10 15
1490 17  92 28 10 11
1491 17  93 28 10  9
1492 17  94 28 10  7
1493 17  95 28 10  3
1494 17  96 28 13 23
1495 17  97 28 13 19
1496 17  98 28 13 17
1497 17  99 28 13 13
1498 17 100 28 13 11
1499 17 101 28 13  9
1500 17 102 28 13  5
1501 17 103 28 13  3
1502 17 104 28 16 71
1503 17 105 28 16 67
1504 17 106 28 16 65
1505 17 107 28 16 61
1506 17 108 28 16 57
1507 17 109 28 16 55
1508 17 110 28 16 51
1509 17 111 28 16 49
1510 17 112 26 14 69
1511 17 113 26 14 67
1512 17 114 26 14 63
1513 17 115 26 14 59
1514 17 116 26 14 57
1515 17 117 26 14 55
1516 17 118 26 14 51
1517 17 119 26  9 71
1518 17 120 26  9 67
1519 17 121 26  9 65
1520 17 122 26  9 61
1521 17 123 26  9 59
1522 17 124 26  9 57
1523 17 125 26  9 55
1524 17 126 26  9 51
1525 17 127 26  7 71
1526 17 128 26  7 67
1527 17 129 26  7 63
1528 17 130 26  7 61
1529 17 131 26  7 59
1530 17 132 26  7 57
1531 17 133 26  7 53
1532 17 134 26  7 49
1533 17 135 26  5 45
1534 17 136 26  5 41
1535 17 137 26  5 39
1536 17 138 26  5 37
1537 17 139 26  5 33
1538 17 140 26  5 31
1539 17 141 26  5 27
1540 17 142 25  4 71
1541 17 143 25  4 67
1542 17 144 25  4 65
1543 17 145 25  4 63
1544 17 146 25  4 61
1545 18   1 25  4 59
1546 18   2 25  4 54
1547 18   3 25  4 53
1548 18   4 25  4 49
1549 18   5 25  6 69
1550 18   6 25  6 66
1551 18   7 25  6 62
1552 18   8 25  6 61
1553 18   9 25  6 54
1554 18  10 25  6 52
1555 18  11 25  6 53
1556 18  12 25  6 49
1557 18  13 25  9 69
1558 18  14 25  9 66
1559 18  15 25  9 63
1560 18  16 25  9 58
1561 18  17 25  9 54
1562 18  18 25  9 53
1563 18  19 25  9 49
1564 18  20 25 15 70
1565 18  21 25 15 67
1566 18  22 25 15 64
1567 18  23 25 15 60
1568 18  24 25 15 59
1569 18  25 25 15 54
1570 18  26 25 15 53
1571 18  27 25 15 49
1572 18  28 25 16 45
1573 18  29 25 16 42
1574 18  30 25 16 38
1575 18  31 25 16 34
1576 18  32 25 16 30
1577 18  33 25 16 31
1578 18  34 25 16 24
1579 18  35 25 16 25
1580 18  36 27 15 69
1581 18  37 27 15 66
1582 18  38 27 15 63
1583 18  39 27 15 58
1584 18  40 27 15 54
1585 18  41 27 15 53
1586 18  42 27 15 49
1587 18  43 27 13 22
1588 18  44 27 13 19
1589 18  45 27 13 16
1590 18  46 27 13 12
1591 18  47 27 13 11
1592 18  48 27 13  6
1593 18  49 27 13  5
1594 18  50 27 13  1
1595 18  51 27  8 69
1596 18  52 27  8 66
1597 18  53 27  8 62
1598 18  54 27  8 58
1599 18  55 27  8 54
1600 18  56 27  8 55
1601 18  57 27  8 51
1602 18  58 27  7 23
1603 18  59 27  7 20
1604 18  60 27  7 16
1605 18  61 27  7 12
1606 18  62 27  7 11
1607 18  63 27  7  6
1608 18  64 27  7  5
1609 18  65 27  7  1
1610 18  66 27  4 69
1611 18  67 27  4 66
1612 18  68 27  4 62
1613 18  69 27  4 61
1614 18  70 27  4 54
1615 18  71 27  4 52
1616 18  72 27  4 53
1617 18  73 27  4 49
1618 18  74 28  4 69
1619 18  75 28  4 66
1620 18  76 28  4 63
1621 18  77 28  4 58
1622 18  78 28  4 54
1623 18  79 28  4 55
1624 18  80 28  4 51
1625 18  81 28  6 71
1626 18  82 28  6 68
1627 18  83 28  6 64
1628 18  84 28  6 60
1629 18  85 28  6 59
1630 18  86 28  6 54
1631 18  87 28  6 53
1632 18  88 28  6 49
1633 18  89 28 10 21
1634 18  90 28 10 18
1635 18  91 28 10 14
1636 18  92 28 10 13
1637 18  93 28 10  8
1638 18  94 28 10  6
1639 18  95 28 10  5
1640 18  96 28 10  1
1641 18  97 28 13 21
1642 18  98 28 13 18
1643 18  99 28 13 15
1644 18 100 28 13 10
1645 18 101 28 13  6
1646 18 102 28 13  7
1647 18 103 28 13  0
1648 18 104 28 13  1
1649 18 105 28 16 69
1650 18 106 28 16 66
1651 18 107 28 16 63
1652 18 108 28 16 60
1653 18 109 28 16 54
1654 18 110 28 16 53
1655 18 111 28 16 48
1656 18 112 26 14 71
1657 18 113 26 14 66
1658 18 114 26 14 65
1659 18 115 26 14 60
1660 18 116 26 14 56
1661 18 117 26 14 54
1662 18 118 26 14 53
1663 18 119 26 14 49
1664 18 120 26  9 69
1665 18 121 26  9 66
1666 18 122 26  9 63
1667 18 123 26  9 60
1668 18 124 26  9 56
1669 18 125 26  9 54
1670 18 126 26  9 53
1671 18 127 26  9 49
1672 18 128 26  7 69
1673 18 129 26  7 65
1674 18 130 26  7 62
1675 18 131 26  7 58
1676 18 132 26  7 54
1677 18 133 26  7 55
1678 18 134 26  7 51
1679 18 135 26  5 47
1680 18 136 26  5 43
1681 18 137 26  5 40
1682 18 138 26  5 36
1683 18 139 26  5 35
1684 18 140 26  5 30
1685 18 141 26  5 29
1686 18 142 26  5 25
1687 18 143 25  4 69
1688 18 144 25  4 68
1689 18 145 25  4 64
1690 18 146 25  4 60
1691 19   1 25  4 56
1692 19   2 25  4 52
1693 19   3 25  4 50
1694 19   4 25  4 48
1695 19   5 25  6 70
1696 19   6 25  6 68
1697 19   7 25  6 64
1698 19   8 25  6 60
1699 19   9 25  6 58
1700 19  10 25  6 56
1701 19  11 25  6 50
1702 19  12 25  6 48
1703 19  13 25  9 70
1704 19  14 25  9 68
1705 19  15 25  9 64
1706 19  16 25  9 62
1707 19  17 25  9 60
1708 19  18 25  9 56
1709 19  19 25  9 52
1710 19  20 25  9 50
1711 19  21 25  9 48
1712 19  22 25 15 68
1713 19  23 25 15 66
1714 19  24 25 15 62
1715 19  25 25 15 58
1716 19  26 25 15 56
1717 19  27 25 15 52
1718 19  28 25 15 50
1719 19  29 25 15 48
1720 19  30 25 16 46
1721 19  31 25 16 44
1722 19  32 25 16 40
1723 19  33 25 16 36
1724 19  34 25 16 32
1725 19  35 25 16 28
1726 19  36 25 16 26
1727 19  37 25 17 13
1728 19  38 27 15 70
1729 19  39 27 15 68
1730 19  40 27 15 64
1731 19  41 27 15 62
1732 19  42 27 15 60
1733 19  43 27 15 56
1734 19  44 27 15 52
1735 19  45 27 15 50
1736 19  46 27 15 48
1737 19  47 27 13 20
1738 19  48 27 13 18
1739 19  49 27 13 14
1740 19  50 27 13 10
1741 19  51 27 13  8
1742 19  52 27 13  4
1743 19  53 27 13  2
1744 19  54 27 13  0
1745 19  55 27  8 70
1746 19  56 27  8 68
1747 19  57 27  8 64
1748 19  58 27  8 60
1749 19  59 27  8 56
1750 19  60 27  8 52
1751 19  61 27  8 50
1752 19  62 27  8 48
1753 19  63 27  7 22
1754 19  64 27  7 18
1755 19  65 27  7 14
1756 19  66 27  7 10
1757 19  67 27  7  8
1758 19  68 27  7  4
1759 19  69 27  7  2
1760 19  70 27  7  0
1761 19  71 27  4 70
1762 19  72 27  4 68
1763 19  73 27  4 64
1764 19  74 27  4 60
1765 19  75 27  4 58
1766 19  76 27  4 56
1767 19  77 27  4 50
1768 19  78 27  4 48
1769 19  79 28  4 70
1770 19  80 28  4 68
1771 19  81 28  4 64
1772 19  82 28  4 62
1773 19  83 28  4 60
1774 19  84 28  4 56
1775 19  85 28  4 52
1776 19  86 28  4 50
1777 19  87 28  4 48
1778 19  88 28  6 70
1779 19  89 28  6 66
1780 19  90 28  6 62
1781 19  91 28  6 58
1782 19  92 28  6 56
1783 19  93 28  6 52
1784 19  94 28  6 50
1785 19  95 28  6 48
1786 19  96 28 10 22
1787 19  97 28 10 20
1788 19  98 28 10 16
1789 19  99 28 10 12
1790 19 100 28 10 10
1791 19 101 28 10  4
1792 19 102 28 10  2
1793 19 103 28 10  0
1794 19 104 28 13 22
1795 19 105 28 13 20
1796 19 106 28 13 16
1797 19 107 28 13 14
1798 19 108 28 13 12
1799 19 109 28 13  8
1800 19 110 28 13  4
1801 19 111 28 13  2
1802 19 112 28 17 11
1803 19 113 28 16 70
1804 19 114 28 16 68
1805 19 115 28 16 64
1806 19 116 28 16 62
1807 19 117 28 16 58
1808 19 118 28 16 56
1809 19 119 28 16 52
1810 19 120 28 16 50
1811 19 121 26 14 70
1812 19 122 26 14 68
1813 19 123 26 14 64
1814 19 124 26 14 62
1815 19 125 26 14 58
1816 19 126 26 14 52
1817 19 127 26 14 50
1818 19 128 26 14 48
1819 19 129 26  9 70
1820 19 130 26  9 68
1821 19 131 26  9 64
1822 19 132 26  9 62
1823 19 133 26  9 58
1824 19 134 26 10 13
1825 19 135 26  9 52
1826 19 136 26  9 50
1827 19 137 26  9 48
1828 19 138 26  7 70
1829 19 139 26  7 66
1830 19 140 26  7 64
1831 19 141 26  7 60
1832 19 142 26  7 56
1833 19 143 26  7 52
1834 19 144 26  7 50
1835 19 145 26  7 48
1836 19 146 26  5 46
1837 19 147 26  5 44
1838 19 148 26  5 42
1839 19 149 26  5 38
1840 19 150 26  5 34
1841 19 151 26  5 32
1842 19 152 26  5 28
1843 19 153 26  5 26
1844 19 154 26  5 24
1845 19 155 25  4 70
1846 19 156 25  4 66
1847 19 157 25  4 62
1848 19 158 25  4 58
1849 20   1 25  5  7
1850 20   2 25  5  5
1851 20   3 25  5  1
1852 20   4 25  7 21
1853 20   5 25  7 17
1854 20   6 25  7 15
1855 20   7 25  7 13
1856 20   8 25  7  9
1857 20   9 25  7  7
1858 20  10 25  7  3
1859 20  11 25 10 21
1860 20  12 25 10 19
1861 20  13 25 10 15
1862 20  14 25 10 13
1863 20  15 25 10 11
1864 20  16 25 10  9
1865 20  17 25 10  5
1866 20  18 25 10  1
1867 20  19 25 13 19
1868 20  20 25 13 17
1869 20  21 25 13 15
1870 20  22 25 13 11
1871 20  23 25 13  9
1872 20  24 25 13  7
1873 20  25 25 13  3
1874 20  26 25 14 21
1875 20  27 25 14 19
1876 20  28 25 14 15
1877 20  29 25 14 13
1878 20  30 25 14 11
1879 20  31 25 14  7
1880 20  32 25 14  5
1881 20  33 25 14  1
1882 20  34 25 17 19
1883 20  35 25 17 17
1884 20  36 25 17 15
1885 20  37 25 17 11
1886 20  38 25 17  9
1887 20  39 25 17  7
1888 20  40 25 17  1
1889 20  41 27 16 21
1890 20  42 27 16 19
1891 20  43 27 16 15
1892 20  44 27 16 13
1893 20  45 27 16  9
1894 20  46 27 16  7
1895 20  47 27 16  3
1896 20  48 27 10 69
1897 20  49 27 10 67
1898 20  50 27 10 65
1899 20  51 27 10 61
1900 20  52 27 10 59
1901 20  53 27 10 57
1902 20  54 27 10 53
1903 20  55 27 10 49
1904 20  56 27  9 19
1905 20  57 27  9 17
1906 20  58 27  9 15
1907 20  59 27  9 13
1908 20  60 27  9  9
1909 20  61 27  9  7
1910 20  62 27  9  3
1911 20  63 27  6 21
1912 20  64 27  6 19
1913 20  65 27  6 17
1914 20  66 27  6 13
1915 20  67 27  6 11
1916 20  68 27  6  9
1917 20  69 27  6  5
1918 20  70 27  6  1
1919 20  71 27  5 21
1920 20  72 27  5 17
1921 20  73 27  5 15
1922 20  74 27  5 11
1923 20  75 27  5  9
1924 20  76 27  5  7
1925 20  77 27  5  3
1926 20  78 28  5 21
1927 20  79 28  5 19
1928 20  80 28  5 15
1929 20  81 28  5 13
1930 20  82 28  5 11
1931 20  83 28  5  7
1932 20  84 28  5  5
1933 20  85 28  5  1
1934 20  86 28  7 19
1935 20  87 28  7 17
1936 20  88 28  7 15
1937 20  89 28  7 11
1938 20  90 28  7  9
1939 20  91 28  7  5
1940 20  92 28  7  1
1941 20  93 28  9 21
1942 20  94 28  9 19
1943 20  95 28  9 15
1944 20  96 28  9 13
1945 20  97 28  9 11
1946 20  98 28  9  7
1947 20  99 28  9  5
1948 20 100 28  9  1
1949 20 101 28 13 43
1950 20 102 28 13 41
1951 20 103 28 13 39
1952 20 104 28 13 35
1953 20 105 28 13 33
1954 20 106 28 13 31
1955 20 107 28 13 27
1956 20 108 28 17 23
1957 20 109 28 17 19
1958 20 110 28 17 17
1959 20 111 28 17 13
1960 20 112 28 17  9
1961 20 113 28 17  7
1962 20 114 28 17  5
1963 20 115 28 17  1
1964 20 116 26 16 19
1965 20 117 26 16 17
1966 20 118 26 16 15
1967 20 119 26 16 11
1968 20 120 26 16  9
1969 20 121 26 16  5
1970 20 122 26 16  1
1971 20 123 26 15 21
1972 20 124 26 15 17
1973 20 125 26 15 15
1974 20 126 26 15 13
1975 20 127 26 15  9
1976 20 128 26 15  7
1977 20 129 26 15  3
1978 20 130 26 10 23
1979 20 131 26 10 21
1980 20 132 26 10 17
1981 20 133 26 10 15
1982 20 134 26 10 11
1983 20 135 26 10  9
1984 20 136 26 10  7
1985 20 137 26 10  3
1986 20 138 26  7 68
1987 20 139 26  8 19
1988 20 140 26  8 17
1989 20 141 26  8 13
1990 20 142 26  8 11
1991 20 143 26  8  7
1992 20 144 26  8  5
1993 20 145 26  8  3
1994 20 146 26  5 71
1995 20 147 26  5 67
1996 20 148 26  5 63
1997 20 149 26  5 61
1998 20 150 26  5 59
1999 20 151 26  5 55
2000 20 152 26  5 53
2001 20 153 26  5 51
2002 20 154 25  5 21
2003 20 155 25  5 17
2004 20 156 25  5 15
2005 20 157 25  5 13
2006 20 158 25  5  9
2007 21   1 25  5  6
2008 21   2 25  5  2
2009 21   3 25  5  3
2010 21   4 25  7 23
2011 21   5 25  7 19
2012 21   6 25  7 18
2013 21   7 25  7 14
2014 21   8 25  7 10
2015 21   9 25  7  6
2016 21  10 25  7  5
2017 21  11 25  7  1
2018 21  12 25 10 23
2019 21  13 25 10 20
2020 21  14 25 10 17
2021 21  15 25 10 14
2022 21  16 25 10 10
2023 21  17 25 10  6
2024 21  18 25 10  7
2025 21  19 25 10  3
2026 21  20 25 13 23
2027 21  21 25 13 21
2028 21  22 25 13 18
2029 21  23 25 13 14
2030 21  24 25 13 10
2031 21  25 25 13  6
2032 21  26 25 13  5
2033 21  27 25 13  1
2034 21  28 25 14 23
2035 21  29 25 14 20
2036 21  30 25 14 17
2037 21  31 25 14 14
2038 21  32 25 14 10
2039 21  33 25 14  9
2040 21  34 25 14  6
2041 21  35 25 14  3
2042 21  36 25 17 23
2043 21  37 25 17 21
2044 21  38 25 17 18
2045 21  39 25 17 14
2046 21  40 25 17 10
2047 21  41 25 17  6
2048 21  42 25 17  5
2049 21  43 25 17  3
2050 21  44 27 16 23
2051 21  45 27 16 20
2052 21  46 27 16 17
2053 21  47 27 16 14
2054 21  48 27 16 10
2055 21  49 27 16  6
2056 21  50 27 16  5
2057 21  51 27 16  1
2058 21  52 27 10 71
2059 21  53 27 10 68
2060 21  54 27 10 64
2061 21  55 27 10 63
2062 21  56 27 10 58
2063 21  57 27 10 54
2064 21  58 27 10 55
2065 21  59 27 10 51
2066 21  60 27  9 23
2067 21  61 27  9 21
2068 21  62 27  9 18
2069 21  63 27  9 14
2070 21  64 27  9 10
2071 21  65 27  9  6
2072 21  66 27  9  5
2073 21  67 27  9  1
2074 21  68 27  6 23
2075 21  69 27  6 20
2076 21  70 27  6 16
2077 21  71 27  6 15
2078 21  72 27  6 10
2079 21  73 27  6  6
2080 21  74 27  6  7
2081 21  75 27  6  3
2082 21  76 27  5 23
2083 21  77 27  5 19
2084 21  78 27  5 18
2085 21  79 27  5 14
2086 21  80 27  5 10
2087 21  81 27  5  6
2088 21  82 27  5  5
2089 21  83 27  5  1
2090 21  84 28  5 23
2091 21  85 28  5 20
2092 21  86 28  5 17
2093 21  87 28  5 14
2094 21  88 28  5 10
2095 21  89 28  5  9
2096 21  90 28  5  6
2097 21  91 28  5  3
2098 21  92 28  7 23
2099 21  93 28  7 21
2100 21  94 28  7 18
2101 21  95 28  7 14
2102 21  96 28  7 10
2103 21  97 28  7  6
2104 21  98 28  7  7
2105 21  99 28  7  3
2106 21 100 28  9 23
2107 21 101 28  9 20
2108 21 102 28  9 17
2109 21 103 28  9 14
2110 21 104 28  9 10
2111 21 105 28  9  9
2112 21 106 28  9  6
2113 21 107 28  9  3
2114 21 108 28 13 47
2115 21 109 28 13 45
2116 21 110 28 13 42
2117 21 111 28 13 38
2118 21 112 28 13 37
2119 21 113 28 13 32
2120 21 114 28 13 30
2121 21 115 28 13 29
2122 21 116 28 13 25
2123 21 117 28 17 21
2124 21 118 28 17 18
2125 21 119 28 17 15
2126 21 120 28 17 12
2127 21 121 28 17  8
2128 21 122 28 17  4
2129 21 123 28 17  3
2130 21 124 26 16 23
2131 21 125 26 16 21
2132 21 126 26 16 18
2133 21 127 26 16 14
2134 21 128 26 16 10
2135 21 129 26 16  6
2136 21 130 26 16  7
2137 21 131 26 16  3
2138 21 132 26 15 23
2139 21 133 26 15 19
2140 21 134 26 15 18
2141 21 135 26 15 14
2142 21 136 26 15 11
2143 21 137 26 15  8
2144 21 138 26 15  6
2145 21 139 26 15  5
2146 21 140 26 15  1
2147 21 141 26 10 22
2148 21 142 26 10 19
